order_id,product_id,quantity,product_name,category,price,customer_id,order_date,region,customer_name,city,signup_date,revenue,order_year,order_month,order_weekday,customer_tenure,order_total,order_quantity,order_size_category,total_spent,order_count,avg_order_value,unique_products,categories_bought,archetype,projected_clv
O0321,P041,1,Product_41,Home & Kitchen,53075.0,C083,2025-10-29,North,Customer_83,Mumbai,2024-09-26,53075.0,2025.0,10.0,Wednesday,638,198428.0,5,Large,1801288.0,7,94804.63157894737,15,5,High‑Value Regulars,2425420.28
O0005,P029,3,Product_29,Electronics,59411.0,C174,2025-07-24,Central,Customer_174,Kolkata,2024-09-09,178233.0,2025.0,7.0,Thursday,655,343586.0,11,,2306884.0,6,92275.36,22,5,Loyal Spenders,2089813.5238095238
O0215,P049,2,Product_49,Furniture,54274.0,C099,2025-03-16,South,Customer_99,Delhi,2025-06-29,108548.0,2025.0,3.0,Sunday,362,613024.0,13,,1318700.0,4,109891.66666666667,12,5,Explorers,1159932.0363636364
O0591,P049,2,Product_49,Furniture,54274.0,C008,2025-11-24,West,Customer_8,Mumbai,2024-04-05,108548.0,2025.0,11.0,Monday,812,454697.0,8,Large,1284453.0,6,107037.75,9,4,New or Inactive,728920.2033898305
O0502,P049,1,Product_49,Furniture,54274.0,C140,2025-09-27,Central,Customer_140,Pune,2024-07-13,54274.0,2025.0,9.0,Saturday,713,392688.0,9,Large,1330196.0,6,83137.25,14,5,Explorers,1159932.0363636364
O0133,P040,4,Product_40,Furniture,51774.0,C031,2025-06-11,Central,Customer_31,Pune,2025-12-22,207096.0,2025.0,6.0,Wednesday,186,285870.0,10,,644926.0,4,53743.833333333336,12,5,Explorers,1159932.0363636364
O0649,P028,4,Product_28,Furniture,59415.0,C162,2025-09-26,Central,Customer_162,Mumbai,2025-08-16,237660.0,2025.0,9.0,Friday,314,563335.0,12,,1536129.0,5,90360.5294117647,13,5,Explorers,1159932.0363636364
O0440,P031,4,Product_31,Clothing,44208.0,C174,2025-10-13,West,Customer_174,Kolkata,2024-09-09,176832.0,2025.0,10.0,Monday,655,430566.0,12,,2306884.0,6,92275.36,22,5,Loyal Spenders,2089813.5238095238
O0005,P003,5,Product_3,Clothing,17832.0,C174,2025-07-24,Central,Customer_174,Kolkata,2024-09-09,89160.0,2025.0,7.0,Thursday,655,343586.0,11,,2306884.0,6,92275.36,22,5,Loyal Spenders,2089813.5238095238
O0205,P047,3,Product_47,Clothing,54015.0,C162,2025-01-15,Central,Customer_162,Mumbai,2025-08-16,162045.0,2025.0,1.0,Wednesday,314,384892.0,14,,1536129.0,5,90360.5294117647,13,5,Explorers,1159932.0363636364
O0973,P001,3,Product_1,Sports,20120.0,C043,2025-10-12,West,Customer_43,Delhi,2025-09-15,60360.0,2025.0,10.0,Sunday,284,324707.0,18,,2207341.0,6,100333.68181818182,17,5,Loyal Spenders,2089813.5238095238
O0776,P034,2,Product_34,Home & Kitchen,41175.0,C174,2025-11-17,West,Customer_174,Kolkata,2024-09-09,82350.0,2025.0,11.0,Monday,655,736721.0,17,,2306884.0,6,92275.36,22,5,Loyal Spenders,2089813.5238095238
O0019,P044,1,Product_44,Electronics,25570.0,C130,2025-06-03,East,Customer_130,Delhi,2024-04-09,25570.0,2025.0,6.0,Tuesday,808,191158.0,4,Medium,2263853.0,10,87071.26923076923,21,5,High‑Value Regulars,2425420.28
O0642,P047,2,Product_47,Clothing,54015.0,C173,2025-06-19,North,Customer_173,Indore,2024-05-02,108030.0,2025.0,6.0,Thursday,785,158073.0,5,Large,1013551.0,4,92141.0,10,5,Explorers,1159932.0363636364
O0232,P045,3,Product_45,Electronics,56768.0,C113,2025-02-21,North,Customer_113,Pune,2024-03-06,170304.0,2025.0,2.0,Friday,842,170304.0,3,Medium,1185938.0,7,84709.85714285714,13,5,Frequent but Low‑Value,1457817.2857142857
O0320,P009,1,Product_9,Furniture,13842.0,C092,2025-01-08,South,Customer_92,Kolkata,2024-11-27,13842.0,2025.0,1.0,Wednesday,576,74150.0,5,Large,756553.0,4,84061.44444444444,8,4,New or Inactive,728920.2033898305
O0393,P033,5,Product_33,Sports,58442.0,C102,2025-02-06,North,Customer_102,Hyderabad,2024-06-18,292210.0,2025.0,2.0,Thursday,738,518850.0,13,,1226697.0,4,81779.8,12,4,New or Inactive,728920.2033898305
O0314,P011,1,Product_11,Home & Kitchen,36654.0,C151,2025-04-17,South,Customer_151,Chennai,2025-05-07,36654.0,2025.0,4.0,Thursday,415,36654.0,1,Small,2305037.0,8,128057.61111111111,12,5,High‑Value Regulars,2425420.28
O0844,P003,3,Product_3,Clothing,17832.0,C142,2025-07-13,West,Customer_142,Bangalore,2025-03-08,53496.0,2025.0,7.0,Sunday,475,598115.0,14,,3603752.0,10,112617.25,23,5,High‑Value Regulars,2425420.28
O0972,P019,4,Product_19,Home & Kitchen,37259.0,C138,2025-11-22,South,Customer_138,Lucknow,2024-12-13,149036.0,2025.0,11.0,Saturday,560,439248.0,12,,1548939.0,5,110638.5,10,3,Occasional Buyers,985968.4242424242
O0746,P034,5,Product_34,Home & Kitchen,41175.0,C047,2025-07-29,South,Customer_47,Indore,2024-10-03,205875.0,2025.0,7.0,Tuesday,631,205875.0,5,Large,2137516.0,6,118750.88888888889,16,4,Loyal Spenders,2089813.5238095238
O0537,P022,4,Product_22,Clothing,36255.0,C172,2025-02-08,West,Customer_172,Bhopal,2024-08-28,145020.0,2025.0,2.0,Saturday,667,407067.0,12,,1588890.0,6,93464.11764705883,13,4,New or Inactive,728920.2033898305
O0910,P044,2,Product_44,Electronics,25570.0,C175,2025-04-03,Central,Customer_175,Kolkata,2025-08-31,51140.0,2025.0,4.0,Thursday,299,109948.0,3,Medium,727469.0,3,103924.14285714286,7,4,New or Inactive,728920.2033898305
O0351,P032,3,Product_32,Electronics,23678.0,C151,2025-01-31,Central,Customer_151,Chennai,2025-05-07,71034.0,2025.0,1.0,Friday,415,217650.0,7,Large,2305037.0,8,128057.61111111111,12,5,High‑Value Regulars,2425420.28
O0769,P013,2,Product_13,Home & Kitchen,54852.0,C188,2025-04-30,Central,Customer_188,Mumbai,2025-04-14,109704.0,2025.0,4.0,Wednesday,438,281677.0,9,Large,457003.0,2,114250.75,4,4,Occasional Buyers,985968.4242424242
O0971,P026,1,Product_26,Home & Kitchen,8852.0,C048,2025-08-05,West,Customer_48,Bhopal,2025-12-05,8852.0,2025.0,8.0,Tuesday,203,650978.0,16,,2085906.0,6,122700.35294117648,13,5,Loyal Spenders,2089813.5238095238
O0234,P015,2,Product_15,Electronics,22359.0,C105,2025-03-15,South,Customer_105,Pune,2025-07-06,44718.0,2025.0,3.0,Saturday,355,182495.0,8,Large,1223584.0,7,94121.84615384616,12,5,Frequent but Low‑Value,1457817.2857142857
O0217,P047,1,Product_47,Clothing,54015.0,C071,2025-02-05,West,Customer_71,Bhopal,2025-03-08,54015.0,2025.0,2.0,Wednesday,475,328971.0,10,,1320433.0,6,94316.64285714286,12,5,Explorers,1159932.0363636364
O0604,P033,2,Product_33,Sports,58442.0,C069,2025-03-04,West,Customer_69,Delhi,2024-06-05,116884.0,2025.0,3.0,Tuesday,751,188212.0,6,Large,782800.0,4,86977.77777777778,9,5,Explorers,1159932.0363636364
O0127,P024,1,Product_24,Furniture,38675.0,C149,2025-12-06,East,Customer_149,Delhi,2024-08-30,38675.0,2025.0,12.0,Saturday,665,389710.0,11,,1761303.0,6,92700.15789473684,17,5,Loyal Spenders,2089813.5238095238
O0385,P041,3,Product_41,Home & Kitchen,53075.0,C015,2025-11-03,North,Customer_15,Chennai,2025-08-26,159225.0,2025.0,11.0,Monday,304,758819.0,15,,1260066.0,4,126006.6,8,5,Explorers,1159932.0363636364
O0790,P035,5,Product_35,Clothing,16014.0,C186,2025-10-02,South,Customer_186,Jaipur,2025-04-13,80070.0,2025.0,10.0,Thursday,439,110685.0,8,Large,1275812.0,5,75047.76470588235,15,5,Explorers,1159932.0363636364
O0050,P039,1,Product_39,Clothing,48771.0,C141,2025-08-07,West,Customer_141,Hyderabad,2025-04-04,48771.0,2025.0,8.0,Thursday,448,129032.0,5,Large,886077.0,5,68159.76923076923,11,5,Explorers,1159932.0363636364
O0678,P007,1,Product_7,Furniture,18965.0,C028,2025-03-12,Central,Customer_28,Hyderabad,2024-10-27,18965.0,2025.0,3.0,Wednesday,607,30054.0,2,Small,588515.0,3,65390.555555555555,7,3,New or Inactive,728920.2033898305
O0050,P045,1,Product_45,Electronics,56768.0,C141,2025-08-07,West,Customer_141,Hyderabad,2025-04-04,56768.0,2025.0,8.0,Thursday,448,129032.0,5,Large,886077.0,5,68159.76923076923,11,5,Explorers,1159932.0363636364
O0427,P029,4,Product_29,Electronics,59411.0,C147,2025-08-19,South,Customer_147,Mumbai,2025-10-29,237644.0,2025.0,8.0,Tuesday,240,484895.0,14,,1569265.0,7,98079.0625,11,5,Frequent but Low‑Value,1457817.2857142857
O0127,P036,3,Product_36,Clothing,52921.0,C149,2025-12-06,East,Customer_149,Delhi,2024-08-30,158763.0,2025.0,12.0,Saturday,665,389710.0,11,,1761303.0,6,92700.15789473684,17,5,Loyal Spenders,2089813.5238095238
O0486,P045,2,Product_45,Electronics,56768.0,C002,2025-11-12,North,Customer_2,Mumbai,2024-10-08,113536.0,2025.0,11.0,Wednesday,626,620062.0,19,,1104691.0,2,100426.45454545454,9,3,New or Inactive,728920.2033898305
O0211,P045,1,Product_45,Electronics,56768.0,C184,2025-09-13,East,Customer_184,Indore,2024-05-14,56768.0,2025.0,9.0,Saturday,773,536066.0,11,,933017.0,3,103668.55555555556,9,4,New or Inactive,728920.2033898305
O0309,P027,1,Product_27,Electronics,20702.0,C117,2025-03-04,North,Customer_117,Pune,2024-01-08,20702.0,2025.0,3.0,Tuesday,900,35005.0,2,Small,1791908.0,8,111994.25,13,5,High‑Value Regulars,2425420.28
O0679,P034,3,Product_34,Home & Kitchen,41175.0,C062,2025-10-28,South,Customer_62,Hyderabad,2024-09-26,123525.0,2025.0,10.0,Tuesday,638,331929.0,7,Large,2280043.0,8,99132.30434782608,14,5,High‑Value Regulars,2425420.28
O0638,P039,2,Product_39,Clothing,48771.0,C087,2025-10-31,Central,Customer_87,Bhopal,2025-06-03,97542.0,2025.0,10.0,Friday,388,97542.0,2,Small,1958833.0,5,130588.86666666667,12,4,Loyal Spenders,2089813.5238095238
O0429,P007,5,Product_7,Furniture,18965.0,C039,2025-09-14,North,Customer_39,Ahmedabad,2024-12-29,94825.0,2025.0,9.0,Sunday,544,295035.0,16,,1402724.0,5,100194.57142857143,14,5,Explorers,1159932.0363636364
O0737,P040,1,Product_40,Furniture,51774.0,C132,2025-03-09,West,Customer_132,Ahmedabad,2025-03-09,51774.0,2025.0,3.0,Sunday,474,51774.0,1,Small,367106.0,4,45888.25,7,4,New or Inactive,728920.2033898305
O0290,P008,1,Product_8,Sports,14303.0,C007,2025-08-30,Central,Customer_7,Indore,2024-02-02,14303.0,2025.0,8.0,Saturday,875,59630.0,4,Medium,394627.0,3,78925.4,5,3,New or Inactive,728920.2033898305
O0510,P013,5,Product_13,Home & Kitchen,54852.0,C012,2025-03-10,East,Customer_12,Pune,2025-10-27,274260.0,2025.0,3.0,Monday,242,599344.0,15,,1388508.0,6,92567.2,13,4,New or Inactive,728920.2033898305
O0205,P050,3,Product_50,Clothing,15109.0,C162,2025-01-15,Central,Customer_162,Mumbai,2025-08-16,45327.0,2025.0,1.0,Wednesday,314,384892.0,14,,1536129.0,5,90360.5294117647,13,5,Explorers,1159932.0363636364
O0852,P034,2,Product_34,Home & Kitchen,41175.0,C072,2025-12-17,Central,Customer_72,Kolkata,2024-03-06,82350.0,2025.0,12.0,Wednesday,842,82350.0,2,Small,1146597.0,6,81899.78571428571,10,5,Explorers,1159932.0363636364
O0367,P046,4,Product_46,Home & Kitchen,15077.0,C037,2025-04-03,Central,Customer_37,Chennai,2025-10-12,60308.0,2025.0,4.0,Thursday,257,572480.0,21,,2064199.0,8,89747.78260869565,19,5,High‑Value Regulars,2425420.28
O0303,P011,1,Product_11,Home & Kitchen,36654.0,C009,2025-05-24,East,Customer_9,Pune,2024-08-26,36654.0,2025.0,5.0,Saturday,669,98995.0,6,Large,1674473.0,5,98498.41176470589,15,5,Explorers,1159932.0363636364
O0562,P032,2,Product_32,Electronics,23678.0,C052,2025-03-04,South,Customer_52,Mumbai,2024-11-19,47356.0,2025.0,3.0,Tuesday,584,214912.0,9,Large,776366.0,4,70578.72727272728,11,5,Explorers,1159932.0363636364
O0705,P031,3,Product_31,Clothing,44208.0,C157,2025-03-31,West,Customer_157,Indore,2025-12-14,132624.0,2025.0,3.0,Monday,194,297243.0,8,Large,2496398.0,7,118876.09523809524,17,5,High‑Value Regulars,2425420.28
O0241,P001,1,Product_1,Sports,20120.0,C061,2025-02-05,East,Customer_61,Lucknow,2025-07-28,20120.0,2025.0,2.0,Wednesday,333,364025.0,8,Large,2046809.0,4,97467.09523809524,16,5,Loyal Spenders,2089813.5238095238
O0688,P006,1,Product_6,Sports,10687.0,C083,2025-05-28,East,Customer_83,Mumbai,2024-09-26,10687.0,2025.0,5.0,Wednesday,638,121052.0,3,Medium,1801288.0,7,94804.63157894737,15,5,High‑Value Regulars,2425420.28
O0856,P037,4,Product_37,Clothing,58264.0,C102,2025-12-31,North,Customer_102,Hyderabad,2024-06-18,233056.0,2025.0,12.0,Wednesday,738,475759.0,21,,1226697.0,4,81779.8,12,4,New or Inactive,728920.2033898305
O0153,P006,5,Product_6,Sports,10687.0,C143,2025-03-02,West,Customer_143,Bangalore,2024-10-12,53435.0,2025.0,3.0,Sunday,622,629221.0,21,,964378.0,3,107153.11111111111,8,5,Explorers,1159932.0363636364
O0077,P047,1,Product_47,Clothing,54015.0,C110,2025-11-26,South,Customer_110,Ahmedabad,2025-03-24,54015.0,2025.0,11.0,Wednesday,459,64635.0,6,Large,599365.0,4,74920.625,8,4,New or Inactive,728920.2033898305
O0927,P017,2,Product_17,Furniture,11089.0,C111,2025-06-19,North,Customer_111,Hyderabad,2025-04-07,22178.0,2025.0,6.0,Thursday,445,185909.0,14,,1814615.0,10,82482.5,19,5,High‑Value Regulars,2425420.28
O0468,P019,3,Product_19,Home & Kitchen,37259.0,C129,2025-07-15,Central,Customer_129,Indore,2024-07-13,111777.0,2025.0,7.0,Tuesday,713,516364.0,12,,1970024.0,7,103685.47368421052,16,4,Loyal Spenders,2089813.5238095238
O0476,P004,1,Product_4,Electronics,58808.0,C112,2025-03-17,North,Customer_112,Delhi,2024-09-10,58808.0,2025.0,3.0,Monday,654,662783.0,16,,1762004.0,6,103647.29411764706,14,5,Loyal Spenders,2089813.5238095238
O0833,P012,1,Product_12,Electronics,6548.0,C179,2025-09-15,West,Customer_179,Kolkata,2025-06-19,6548.0,2025.0,9.0,Monday,372,348842.0,18,,1566249.0,5,104416.6,13,4,New or Inactive,728920.2033898305
O0873,P019,3,Product_19,Home & Kitchen,37259.0,C022,2025-02-07,East,Customer_22,Indore,2024-04-09,111777.0,2025.0,2.0,Friday,808,132479.0,4,Medium,1337021.0,5,95501.5,12,5,Explorers,1159932.0363636364
O0821,P044,3,Product_44,Electronics,25570.0,C020,2025-01-18,North,Customer_20,Pune,2024-12-10,76710.0,2025.0,1.0,Saturday,563,526685.0,14,,1246106.0,5,103842.16666666667,12,4,New or Inactive,728920.2033898305
O0437,P048,1,Product_48,Home & Kitchen,23415.0,C154,2025-12-14,North,Customer_154,Indore,2024-01-03,23415.0,2025.0,12.0,Sunday,905,331257.0,8,Large,1059972.0,4,105997.2,9,3,New or Inactive,728920.2033898305
O0098,P049,1,Product_49,Furniture,54274.0,C152,2025-02-08,South,Customer_152,Pune,2025-02-14,54274.0,2025.0,2.0,Saturday,497,179476.0,6,Large,1485822.0,6,92863.875,12,4,New or Inactive,728920.2033898305
O0010,P009,2,Product_9,Furniture,13842.0,C112,2025-06-10,Central,Customer_112,Delhi,2024-09-10,27684.0,2025.0,6.0,Tuesday,654,110403.0,6,Large,1762004.0,6,103647.29411764706,14,5,Loyal Spenders,2089813.5238095238
O0337,P023,4,Product_23,Electronics,55196.0,C084,2025-12-31,West,Customer_84,Hyderabad,2024-07-01,220784.0,2025.0,12.0,Wednesday,725,220784.0,4,Medium,992885.0,5,99288.5,9,5,Explorers,1159932.0363636364
O0979,P040,3,Product_40,Furniture,51774.0,C127,2025-12-01,West,Customer_127,Kolkata,2025-04-29,155322.0,2025.0,12.0,Monday,423,587605.0,11,,1744922.0,5,134224.76923076922,12,4,Occasional Buyers,985968.4242424242
O0900,P047,1,Product_47,Clothing,54015.0,C086,2025-08-14,West,Customer_86,Bhopal,2024-11-01,54015.0,2025.0,8.0,Thursday,602,226265.0,5,Large,1207343.0,4,100611.91666666667,10,4,New or Inactive,728920.2033898305
O0382,P022,2,Product_22,Clothing,36255.0,C174,2025-12-14,Central,Customer_174,Kolkata,2024-09-09,72510.0,2025.0,12.0,Sunday,655,569205.0,21,,2306884.0,6,92275.36,22,5,Loyal Spenders,2089813.5238095238
O0117,P026,4,Product_26,Home & Kitchen,8852.0,C091,2025-04-19,East,Customer_91,Hyderabad,2024-01-01,35408.0,2025.0,4.0,Saturday,907,273022.0,13,,2965810.0,9,118632.4,21,5,High‑Value Regulars,2425420.28
O0986,P030,3,Product_30,Furniture,14267.0,C200,2025-03-28,West,Customer_200,Mumbai,2025-11-14,42801.0,2025.0,3.0,Friday,224,249685.0,11,,1124917.0,3,124990.77777777778,8,3,Occasional Buyers,985968.4242424242
O0856,P025,4,Product_25,Sports,10205.0,C102,2025-12-31,North,Customer_102,Hyderabad,2024-06-18,40820.0,2025.0,12.0,Wednesday,738,475759.0,21,,1226697.0,4,81779.8,12,4,New or Inactive,728920.2033898305
O0820,P027,2,Product_27,Electronics,20702.0,C016,2025-11-25,Central,Customer_16,Jaipur,2024-01-07,41404.0,2025.0,11.0,Tuesday,901,566224.0,11,,2240996.0,6,86192.15384615384,20,5,Loyal Spenders,2089813.5238095238
O0116,P009,1,Product_9,Furniture,13842.0,C047,2025-06-16,West,Customer_47,Indore,2024-10-03,13842.0,2025.0,6.0,Monday,631,462789.0,21,,2137516.0,6,118750.88888888889,16,4,Loyal Spenders,2089813.5238095238
O0966,P011,1,Product_11,Home & Kitchen,36654.0,C062,2025-03-02,East,Customer_62,Hyderabad,2024-09-26,36654.0,2025.0,3.0,Sunday,638,117855.0,6,Large,2280043.0,8,99132.30434782608,14,5,High‑Value Regulars,2425420.28
O0427,P038,4,Product_38,Home & Kitchen,2124.0,C147,2025-08-19,South,Customer_147,Mumbai,2025-10-29,8496.0,2025.0,8.0,Tuesday,240,484895.0,14,,1569265.0,7,98079.0625,11,5,Frequent but Low‑Value,1457817.2857142857
O0822,P037,4,Product_37,Clothing,58264.0,C106,2025-01-04,South,Customer_106,Lucknow,2025-12-07,233056.0,2025.0,1.0,Saturday,201,527611.0,11,,1803384.0,7,112711.5,14,5,High‑Value Regulars,2425420.28
O0186,P040,4,Product_40,Furniture,51774.0,C133,2025-08-29,West,Customer_133,Indore,2025-04-23,207096.0,2025.0,8.0,Friday,429,629695.0,12,,1578750.0,6,87708.33333333333,15,5,Explorers,1159932.0363636364
O0798,P023,5,Product_23,Electronics,55196.0,C063,2025-09-03,Central,Customer_63,Lucknow,2025-08-21,275980.0,2025.0,9.0,Wednesday,309,318728.0,9,Large,1454382.0,6,111875.53846153847,12,5,Explorers,1159932.0363636364
O0030,P044,2,Product_44,Electronics,25570.0,C114,2025-08-15,South,Customer_114,Ahmedabad,2024-01-22,51140.0,2025.0,8.0,Friday,886,161672.0,7,Large,1757867.0,7,97659.27777777778,17,5,High‑Value Regulars,2425420.28
O0495,P032,1,Product_32,Electronics,23678.0,C162,2025-01-09,Central,Customer_162,Mumbai,2025-08-16,23678.0,2025.0,1.0,Thursday,314,244110.0,5,Large,1536129.0,5,90360.5294117647,13,5,Explorers,1159932.0363636364
O0909,P027,4,Product_27,Electronics,20702.0,C152,2025-04-13,Central,Customer_152,Pune,2025-02-14,82808.0,2025.0,4.0,Sunday,497,492271.0,17,,1485822.0,6,92863.875,12,4,New or Inactive,728920.2033898305
O0048,P005,3,Product_5,Electronics,49155.0,C153,2025-10-14,East,Customer_153,Mumbai,2024-06-17,147465.0,2025.0,10.0,Tuesday,739,488700.0,12,,2778626.0,10,126301.18181818182,18,5,High‑Value Regulars,2425420.28
O0671,P021,1,Product_21,Electronics,58375.0,C140,2025-12-13,West,Customer_140,Pune,2024-07-13,58375.0,2025.0,12.0,Saturday,713,234557.0,14,,1330196.0,6,83137.25,14,5,Explorers,1159932.0363636364
O0722,P044,5,Product_44,Electronics,25570.0,C117,2025-03-20,Central,Customer_117,Pune,2024-01-08,127850.0,2025.0,3.0,Thursday,900,792112.0,19,,1791908.0,8,111994.25,13,5,High‑Value Regulars,2425420.28
O0786,P048,5,Product_48,Home & Kitchen,23415.0,C035,2025-09-29,West,Customer_35,Pune,2024-04-13,117075.0,2025.0,9.0,Monday,804,294595.0,13,,735878.0,4,81764.22222222222,9,4,New or Inactive,728920.2033898305
O0742,P037,2,Product_37,Clothing,58264.0,C019,2025-10-24,North,Customer_19,Jaipur,2024-06-08,116528.0,2025.0,10.0,Friday,748,116528.0,2,Small,1253814.0,4,113983.09090909091,9,5,Explorers,1159932.0363636364
O0979,P043,3,Product_43,Clothing,52101.0,C127,2025-12-01,West,Customer_127,Kolkata,2025-04-29,156303.0,2025.0,12.0,Monday,423,587605.0,11,,1744922.0,5,134224.76923076922,12,4,Occasional Buyers,985968.4242424242
O0532,P034,5,Product_34,Home & Kitchen,41175.0,C115,2025-06-06,Central,Customer_115,Kolkata,2025-07-21,205875.0,2025.0,6.0,Friday,340,432647.0,17,,2256047.0,7,107430.80952380953,16,5,High‑Value Regulars,2425420.28
O0098,P028,2,Product_28,Furniture,59415.0,C152,2025-02-08,South,Customer_152,Pune,2025-02-14,118830.0,2025.0,2.0,Saturday,497,179476.0,6,Large,1485822.0,6,92863.875,12,4,New or Inactive,728920.2033898305
O0494,P023,4,Product_23,Electronics,55196.0,C153,2025-09-13,Central,Customer_153,Mumbai,2024-06-17,220784.0,2025.0,9.0,Saturday,739,427266.0,10,,2778626.0,10,126301.18181818182,18,5,High‑Value Regulars,2425420.28
O0153,P036,5,Product_36,Clothing,52921.0,C143,2025-03-02,West,Customer_143,Bangalore,2024-10-12,264605.0,2025.0,3.0,Sunday,622,629221.0,21,,964378.0,3,107153.11111111111,8,5,Explorers,1159932.0363636364
O0056,P001,2,Product_1,Sports,20120.0,C061,2025-05-27,East,Customer_61,Lucknow,2025-07-28,40240.0,2025.0,5.0,Tuesday,333,819353.0,28,,2046809.0,4,97467.09523809524,16,5,Loyal Spenders,2089813.5238095238
O0518,P031,4,Product_31,Clothing,44208.0,C140,2025-07-23,West,Customer_140,Pune,2024-07-13,176832.0,2025.0,7.0,Wednesday,713,185684.0,5,Large,1330196.0,6,83137.25,14,5,Explorers,1159932.0363636364
O0891,P011,1,Product_11,Home & Kitchen,36654.0,C017,2025-03-16,South,Customer_17,Bangalore,2025-12-15,36654.0,2025.0,3.0,Sunday,193,256062.0,5,Large,799254.0,3,133209.0,6,4,Occasional Buyers,985968.4242424242
O0770,P032,3,Product_32,Electronics,23678.0,C148,2025-06-13,Central,Customer_148,Hyderabad,2024-01-16,71034.0,2025.0,6.0,Friday,892,71034.0,3,Medium,966938.0,4,87903.45454545454,9,4,New or Inactive,728920.2033898305
O0247,P022,3,Product_22,Clothing,36255.0,C111,2025-07-11,South,Customer_111,Hyderabad,2025-04-07,108765.0,2025.0,7.0,Friday,445,108765.0,3,Medium,1814615.0,10,82482.5,19,5,High‑Value Regulars,2425420.28
O0052,P033,2,Product_33,Sports,58442.0,C067,2025-08-19,South,Customer_67,Hyderabad,2025-05-20,116884.0,2025.0,8.0,Tuesday,402,116884.0,2,Small,1410792.0,3,128253.81818181818,9,5,Explorers,1159932.0363636364
O0564,P042,4,Product_42,Clothing,17985.0,C142,2025-07-04,Central,Customer_142,Bangalore,2025-03-08,71940.0,2025.0,7.0,Friday,475,82145.0,5,Large,3603752.0,10,112617.25,23,5,High‑Value Regulars,2425420.28
O0413,P016,1,Product_16,Clothing,42253.0,C194,2025-08-26,Central,Customer_194,Delhi,2024-09-07,42253.0,2025.0,8.0,Tuesday,657,396309.0,14,,2549645.0,7,121411.66666666667,20,5,High‑Value Regulars,2425420.28
O0471,P029,5,Product_29,Electronics,59411.0,C165,2025-01-27,West,Customer_165,Mumbai,2024-02-21,297055.0,2025.0,1.0,Monday,856,370258.0,12,,1505335.0,5,125444.58333333333,12,5,Explorers,1159932.0363636364
O0459,P006,4,Product_6,Sports,10687.0,C178,2025-04-03,Central,Customer_178,Bhopal,2025-08-20,42748.0,2025.0,4.0,Thursday,310,42748.0,4,Medium,477651.0,3,68235.85714285714,7,4,New or Inactive,728920.2033898305
O0458,P021,1,Product_21,Electronics,58375.0,C040,2025-07-12,South,Customer_40,Pune,2025-11-17,58375.0,2025.0,7.0,Saturday,221,228439.0,6,Large,2026075.0,7,92094.31818181818,19,5,High‑Value Regulars,2425420.28
O0510,P048,1,Product_48,Home & Kitchen,23415.0,C012,2025-03-10,East,Customer_12,Pune,2025-10-27,23415.0,2025.0,3.0,Monday,242,599344.0,15,,1388508.0,6,92567.2,13,4,New or Inactive,728920.2033898305
O0106,P026,4,Product_26,Home & Kitchen,8852.0,C118,2025-11-22,South,Customer_118,Delhi,2025-12-25,35408.0,2025.0,11.0,Saturday,183,322715.0,14,,1144215.0,5,95351.25,10,5,Explorers,1159932.0363636364
O0037,P036,5,Product_36,Clothing,52921.0,C063,2025-01-24,West,Customer_63,Lucknow,2025-08-21,264605.0,2025.0,1.0,Friday,309,452081.0,9,Large,1454382.0,6,111875.53846153847,12,5,Explorers,1159932.0363636364
O0001,P006,5,Product_6,Sports,10687.0,C169,2025-01-13,South,Customer_169,Hyderabad,2024-03-23,53435.0,2025.0,1.0,Monday,825,469942.0,14,,2814919.0,6,148153.63157894736,18,5,Loyal Spenders,2089813.5238095238
O0987,P040,3,Product_40,Furniture,51774.0,C191,2025-10-17,West,Customer_191,Hyderabad,2024-08-06,155322.0,2025.0,10.0,Friday,689,741325.0,17,,1863042.0,5,103502.33333333333,14,4,Occasional Buyers,985968.4242424242
O0912,P033,5,Product_33,Sports,58442.0,C054,2025-12-29,West,Customer_54,Delhi,2024-08-04,292210.0,2025.0,12.0,Monday,691,292210.0,5,Large,292210.0,1,292210.0,1,1,Occasional Buyers,985968.4242424242
O0212,P042,4,Product_42,Clothing,17985.0,C181,2025-09-18,East,Customer_181,Pune,2025-11-16,71940.0,2025.0,9.0,Thursday,222,107910.0,6,Large,1753310.0,7,87665.5,14,5,Frequent but Low‑Value,1457817.2857142857
O0974,P022,3,Product_22,Clothing,36255.0,C036,2025-05-28,South,Customer_36,Indore,2024-10-11,108765.0,2025.0,5.0,Wednesday,623,714428.0,16,,3480698.0,10,91597.31578947368,23,5,High‑Value Regulars,2425420.28
O0846,P004,2,Product_4,Electronics,58808.0,C044,2025-12-26,North,Customer_44,Bhopal,2024-06-24,117616.0,2025.0,12.0,Friday,732,279661.0,5,Large,546138.0,3,91023.0,6,5,Explorers,1159932.0363636364
O0865,P030,3,Product_30,Furniture,14267.0,C197,2025-11-06,Central,Customer_197,Hyderabad,2025-12-21,42801.0,2025.0,11.0,Thursday,187,502976.0,14,,703027.0,3,87878.375,8,5,Explorers,1159932.0363636364
O0574,P050,5,Product_50,Clothing,15109.0,C111,2025-03-08,Central,Customer_111,Hyderabad,2025-04-07,75545.0,2025.0,3.0,Saturday,445,234308.0,8,Large,1814615.0,10,82482.5,19,5,High‑Value Regulars,2425420.28
